U2AF2	DPPA2
RBPMS	SMUG1
DVL2	AP1M1
HGS	STAM2
NUP62	THAP1
NAA10	EHMT2
BAG3	HSPB8
MDFI	CNNM3
RIBC2	HOOK2
GMPPB	GMPPA
LASP1	MDFI
NINL	MCM10
FHL3	RBM42
HGS	MED7
DDIT3	SPOP
TEAD3	WWTR1
TRAF2	NRIP1
ERCC1	UBL7
FXR2	RPIA
CPSF6	WWP2
ING5	NAV2
EPS8	PCM1
MDFI	THEG
ITPK1	TRAF2
SLU7	PPIL3
RBPMS	HEYL
DVL3	DPPA2
SGTA	SYT4
DVL3	LNX1
SP100	SUMO1
CDK18	CCNK
CEP70	ENKD1
EHMT2	LNX1
YIPF2	YIPF6
PPIA	PRR13
NONO	FXR2
NCK2	WBP11
NCK2	CPSF6
YIPF3	YIPF4
DVL3	PITX1
EPS8	HOOK2
IRF4	TRAF2
RBPMS	CNNM3
MDFI	DNPEP
NINL	RCOR3
NONO	PIN1
AQP1	TRIP6
CCND3	MAF1
MEOX2	VIP
PHF1	THAP1
GAK	USO1
SPOP	RTN3
NOC2L	LRIF1
PHC2	MCRS1
TNNT1	NINL
TRAF2	FBF1
TCEA2	TRAF2
OTX1	CHIC2
RFX3	RFX6
MYD88	SPOP
PCM1	CEP72
U2AF2	THAP1
TPM3	TFPT
ABI3	CEP44
CRX	MDFI
OTX1	RBPMS
RBPMS	ENKD1
AP1M1	LDOC1
FXR2	DPPA2
SOX30	NUDT3
ACTN4	MYOZ1
RBM41	RALYL
ACAP1	IFFO1
WDR6	G2E3
TNNT1	FXR2
CTBP2	PSMF1
IGLC1	SGTA
MDFI	VPS72
SRSF1	U2AF2
THAP1	STRBP
PSMF1	RBMX
UBA7	ISG15
GFAP	CEP76
ENOX2	ENOX1
TEX28	EPS8
PHC1	PHC2
SNX7	TEX11
RENBP	ZBED1
NCK2	FXR2
SUFU	PEX26
DVL2	THAP1
BNIP2	CREB3
CEP44	SPERT
PLOD3	DPPA2
MCRS1	WBP11
NCK2	CPSF7
DVL3	PRPF3
AP2B1	RIBC2
TRAF2	TIFA
NXT2	NXF3
RFC4	RFC5
PEX19	PEX3
PSME1	PSME2
MAX	MXI1
AP2B1	AP1M2
E2F6	TFDP2
ACTN1	MYOZ1
RING1	RYBP
MCM2	MCM6
XIAP	CASP9
JUNB	FOSL1
LSM3	LSM2
DDIT3	BATF
ARL2	PDE6D
U2AF1	U2AF2
RRAGA	RRAGC
NXF1	NXT1
CCND3	CDK4
FANCA	FANCG
LCP2	GRAP2
MCM6	MCM10
CEBPG	DDIT3
AP2B1	AP2M1
ACTB	NCALD
EIF3C	EIF3G
CCND3	MCM10
EP300	JMY
DVL3	DIDO1
WWP2	DIDO1
SRSF1	DIDO1
WWP1	DIDO1
ARF3	GGA1
ARF3	GGA3
TRAK2	KCNJ2
NCF1	TRIM9
XRCC4	NHEJ1
NHEJ1	XRCC4
LACRT	SDC1
FGF2	SDC1
FGF2	SDC2
FGF2	SDC4
BCL2	BIK
BCL2	HRK
BCL2	BID
MCL1	BMF
MCL1	BIK
MCL1	HRK
MCL1	BID
BAD	BCL2
MAFA	PDX1
BCL2	ITPR1
PML	TDG
STK11	CAB39
APTX	XRCC1
XRCC1	APTX
APTX	PARP1
CAV3	JPH2
NELFB	JUN
NELFB	FOS
MIS12	SPC24
MIS12	SPC25
MIS12	ZWINT
MIS12	DSN1
MIS12	NDC80
MIS12	NUF2
MIS12	PMF1
EGFR	SHC1
EGFR	CRK
EGFR	CSK
EGFR	CBLB
EGFR	GRB2
ERBB2	SHC1
ERBB2	GRB2
ERBB3	GRB2
ERBB3	CSK
ERBB3	SHC1
ERBB4	SHC1
ERBB4	CRK
ERBB4	GRB2
ERBB4	NCK1
MIS12	NSL1
MIS12	CBX3
MIS12	CBX5
DSN1	NSL1
DSN1	MIS12
DSN1	CBX3
DSN1	PMF1
DSN1	CBX5
NSL1	MIS12
NSL1	DSN1
NSL1	CBX5
ZWINT	DSN1
RET	STAT3
EGFR	STAT3
EPHA5	STAT3
U2AF1	RP9
RP9	U2AF1
NCK1	MINK1
RAPH1	ENAH
RAPH1	VASP
MED28	GRB2
CHFR	PML
MTOR	RPTOR
RPTOR	MTOR
SYT1	SV2B
SYT1	SV2C
MMP14	LUM
MBD3	MBD2
CRTC2	SIK2
SIK2	CRTC2
SART3	LSM7
SART3	PRPF3
GIPC1	MYO6
CNOT8	CNOT1
ASF1B	IPO4
DBNL	HERC2
ASF1B	CDAN1
PAAF1	PSMD2
BTG2	CNOT1
ASF1B	TLK2
RGS20	NSF
PSMD6	PSMD1
EIF1B	EIF3A
ATG12	DHX36
AES	TLE3
PAAF1	PSMD3
MLF2	MMS19
PSMD6	PSMD2
ASB3	CUL5
RNPS1	MKLN1
SMYD2	GSK3B
ASF1B	TLK1
PAAF1	PSMD1
VHL	CUL2
STK24	STRN
NEK6	NEK9
GSK3B	SMYD2
AP2S1	KHK
EIF3A	EIF3L
VHL	CAB39
EIF1B	EIF3L
DBNL	GPS2
STK24	STRN3
PUF60	OLA1
AES	TLE1
CDC20	KRT85
PLRG1	CDC5L
CNTF	STK16
EIF1B	EIF3M
ARRB2	NOLC1
RAD51	EIF2D
PSMD6	PSMD3
GSK3B	DDX20
PNKP	XRCC1
RAD51	CAB39
ARRB1	KHK
EIF1B	EIF3F
RNPS1	NRDE2
GSTK1	XPO5
TFE3	PHB2
RNPS1	DDX20
LRRK1	PAK4
EIF1B	EIF3D
EIF3A	EIF3E
TFE3	ACLY
RNPS1	RBM25
ARRB2	DDX27
ATG12	OTUD4
ARRB1	NOLC1
AKTIP	HOOK1
GSTK1	IPO4
PAK2	GIT1
VRK3	TWF2
RPRM	CUL1
PAAF1	PSMD7
SEPT2	SEPT7
ARRB2	AP3B1
CCNA1	CCAR2
NEK6	USP9X
CDK4	CDC37
CENPH	PMVK
LYAR	TWF2
PNKP	MCM3
MED7	UBAC1
FKBP4	SAE1
STK24	STRN4
EIF3A	EIF3H
TWF2	KRT85
ATG12	ATG5
ARRB1	AP3B1
RNPS1	LUC7L
FIBP	C2CD5
STK24	STK25
OAZ2	AZIN1
RGS20	GLRX3
USF2	USF1
RNPS1	SRPK1
EIF3A	EIF3I
EIF3A	EIF3F
EIF1B	EIF3E
RNPS1	U2AF2
LYAR	KRT85
VHL	STK16
PASK	STK16
RNPS1	SRSF1
RAB10	RAB8A
SAP18	RPN2
ARRB1	CHD1
FABP4	OSTF1
ROCK2	STK16
ILK	OTUD4
EIF3A	EIF3K
CNBP	PURA
CUL2	CAB39
LYAR	DHX57
SGK1	CDC37
RPRM	CDK4
BZW1	BZW2
PSMD6	PSMD8
AP1S1	RAB10
GSTK1	SEC63
TTBK1	TTBK2
CASP4	SMC3
EIF3A	EIF3M
NEK6	CCAR2
RNPS1	WDR33
DOK2	RAB10
PAAF1	PSMD8
MCRS1	UBR4
GSTK1	DCTN1
EXT1	CNTF
LYAR	TSR1
TRIP6	MOB1A
GSTK1	RPN2
RGS20	PMVK
ARRB1	BOP1
EIF3A	EIF3D
GSK3B	GSKIP
TFE3	CUL2
NEK6	IPO4
RAB10	AP1S1
RGS10	SAP18
DNPEP	KRT36
PARVA	DHX36
RNPS1	SRRT
MLF2	BAG2
PUF60	U2AF2
MEN1	RPRM
RNPS1	DDX23
PNKP	NOM1
STK16	MKKS
PSMD6	PSMD7
RNPS1	SRRM2
LRRK1	RIMS1
GIPC1	NUP93
CNBP	DHX9
DEGS1	PYGM
DNPEP	KRT82
PAK4	CDC42
NEK6	NEK7
STK16	EBLN2
TBPL1	PMVK
TUSC2	EBLN2
ARRB2	BOP1
ELF3	DDX3X
MCRS1	UBR5
ASF1B	DOK2
GSK3B	XPO6
HNF4A	STK16
PELO	AIFM1
SAE1	SUMO3
DBNL	DNPEP
DDX56	RRP12
PNKP	XRCC4
RNPS1	CPSF6
DFFA	DFFB
