LAMB1	NQO1	1
BRCA2	EGLN3	1
TOX4	HIPK3	1
EXOC2	EXOC7	1
NR1I2	HNF4A	1
TEC	GRB2	1
YAF2	TNPO1	1
PDK1	RIMS1	1
TADA3	RXRB	1
TFAP4	NAV3	1
NR1H4	HDAC6	1
STAT3	AAR2	1
E2F1	NPDC1	1
DNMT1	DAXX	1
BBS7	BBS5	1
PIAS2	SUMO3	1
IQCB1	RAB35	1
CLN3	CAND1	1
GRSF1	CUL5	1
TPTE	UBR4	1
FGF11	MOV10	1
RUNX1	SIN3A	1
RRP12	DDX24	1
ELP4	MMS19	1
UBXN6	MOV10	1
RGS3	SEPT8	1
PDCD6	TKT	1
TOP1	MEPCE	1
SAV1	MTMR7	1
MOB1B	LATS2	1
HRG	NANOG	1
MIER1	EHMT2	1
GNB5	DRD2	1
RSBN1	PRR11	1
BRF2	ASF1A	1
NSL1	NUF2	1
MPPE1	ABCA3	1
NMU	SNTA1	1
NR1H2	NR0B2	1
ESR2	NOL10	1
AIFM1	AMFR	1
AIMP2	OTUB1	1
FGF8	NOC2L	1
DCTN6	ORC6	1
TRIM3	MYO5A	1
PDCD1	LGR4	1
XRCC5	DDB2	1
BCL7A	BCL7C	1
STIP1	TNIP2	1
NAAA	SULF2	1
NOP2	PRR11	1
MFSD8	YIPF3	1
PTPRD	LPAR6	1
BAG3	DHX8	1
PDS5A	CDCA5	1
TAB1	GIT1	1
SATB1	FOXL1	1
PPIA	CUL1	1
RGS10	GNAZ	1
DGCR6	ENKD1	1
EIF3A	LARP1	1
HMGB2	SYNPO	1
GNS	SCLY	1
U2AF2	CDC37	1
AHDC1	DOK5	1
MED19	MED4	1
CHD4	ADNP	1
ESR2	RCL1	1
PRKDC	EP300	1
UBE2A	KIF2C	1
TAF7L	TAF2	1
TAF10	TAF9	1
JUN	BATF2	1
CBX4	KDM2A	1
PEX14	DHRS4	1
ARRB1	LIMA1	1
RPA1	RBM4	1
BMI1	LRIF1	1
VAV2	SNW1	1
CD209	CYLD	1
POTEF	TES	1
MECP2	TEAD2	1
EMC2	EDEM3	1
KIF14	LCA5	1
RGS2	DDB1	1
MLH1	FAN1	1
MEPCE	SMC4	1
FBLN1	PTPRK	1
INSR	INSL5	1
ABL1	RAN	1
MED7	CCNC	1
TPRA1	NLGN3	1
PSMD7	NACC1	1
UHRF1	PARP2	1
BDNF	RHOU	1
IPO8	CBLB	1
CPSF6	SND1	1
ORC1	PHIP	1
RBM39	SEPT2	1
MTAP	SCLT1	1
MYO19	LIMA1	1
AHSA1	NTRK1	1
ESR2	PEX13	1
SOCS3	RGP1	1
CDC20	MOV10	1
SIAH2	TRAF2	1
INSR	IRS2	1
TSNAX	GAR1	1
STMN2	TRPC5	1
SRCAP	CARM1	1
LMTK2	ESR2	1
EGFR	PLD3	1
MOV10	APMAP	1
ORC2	MCM10	1
ANK2	TNIK	1
SLMAP	HDAC6	1
FOXC1	CCDC8	1
PRDX1	TSNAX	1
CUL7	AURKB	1
BRCA1	PARP4	1
ARX	KLC2	1
RTN2	IPPK	1
SP1	MYL6B	1
ZEB1	SOX2	1
GRK5	TOR4A	1
LRP2	MAGI1	1
RNF4	UBE4A	1
SCNM1	SPIN1	1
AAK1	URGCP	1
MCM2	SNX33	1
APOE	MMP3	1
NONO	UBAC2	1
SUGP2	MOV10	1
RINT1	USE1	1
VSIG1	GHITM	1
FOS	MTMR1	1
SYVN1	SARAF	1
SKP1	TBK1	1
MED7	ESR1	1
BRCC3	CD2AP	1
RRAS	ARAF	1
MEF2D	KAT2B	1
TRA2B	SRSF9	1
CPNE2	TXLNG	1
TPR	SFPQ	1
VENTX	TLE2	1
IFIT1	TOE1	1
OBSL1	TBL3	1
WBP2	WWOX	1
PI4KA	EGLN3	1
PPARG	MED1	1
EIF3A	RIOK1	1
LAMB1	PSG8	1
